fiscalDateEnding|reportedCurrency|operatingCashflow|paymentsForOperatingActivities|proceedsFromOperatingActivities|changeInOperatingLiabilities|changeInOperatingAssets|depreciationDepletionAndAmortization|capitalExpenditures|changeInReceivables|changeInInventory|profitLoss|cashflowFromInvestment|cashflowFromFinancing|proceedsFromRepaymentsOfShortTermDebt|paymentsForRepurchaseOfCommonStock|paymentsForRepurchaseOfEquity|paymentsForRepurchaseOfPreferredStock|dividendPayout|dividendPayoutCommonStock|dividendPayoutPreferredStock|proceedsFromIssuanceOfCommonStock|proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet|proceedsFromIssuanceOfPreferredStock|proceedsFromRepurchaseOfEquity|proceedsFromSaleOfTreasuryStock|changeInCashAndCashEquivalents|changeInExchangeRate|netIncome|ticker
2024-09-30|USD|249800000|||77400000|13900000|49800000|21100000||-10200000|262200000|-21100000|-134500000|0|138800000|138800000||||||||-138800000||||262000000|TDY
2024-06-30|USD|318700000|||41000000|9100000|49100000|17700000||18000000|180300000|-141200000|-644000000|0|193800000|193800000||||||||-193800000||||180200000|TDY
2024-03-31|USD|291000000|||5900000|26700000|49400000|15900000||25200000|179100000|-15900000|6100000|0||||||||||9100000||||178500000|TDY
2023-12-31|USD|164400000|||-14400000|-46600000|167700000|40200000||-62900000|323500000|-63000000|14200000|0||||||||||18200000||||323100000|TDY
2023-09-30|USD|278200000|||7500000|11900000|49100000|23000000||1900000|198800000|-22800000|-97900000|0|0|0||||||0||12200000||||198600000|TDY
2023-06-30|USD|190500000|||-22900000|22700000|49300000|27300000||17700000|185500000|-27600000|-464400000|0|0|0||||||0||0||||185300000|TDY
2023-03-31|USD|203000000|||-45400000|68900000|49700000|24400000|50000000|57600000|178800000|-76900000|-103400000|-100000000||||||||||10200000||22700000||178700000|TDY
2022-12-31|USD|237700000|||45800000|74700000|177700000|34100000|-47700000|20100000|226800000|-111500000|5200000|0||||||||||5200000||131400000||226400000|TDY
2022-09-30|USD|268900000|||28200000|43200000|48900000|16700000|27300000|31200000|178200000|-28500000|-4600000|0||||||||||900000||235800000||178300000|TDY
2022-06-30|USD|196900000|||46100000|28700000|51300000|20800000|-10300000|47300000|171300000|-15800000|-153200000|-32000000||||||||||4800000||27900000||171300000|TDY
2022-03-31|USD|-216700000|||-418400000|59000000|53600000|21000000|-57200000|56600000|212600000|-19600000|42600000|32000000||||||||||12700000||-193700000||212600000|TDY
2021-12-31|USD|295600000|||99000000|4800000|166600000|34000000|-55900000|-3300000|161800000|-33900000|-340200000|||||||||0||4000000||-78500000||161800000|TDY
2021-09-30|USD|192800000|||-17500000|8300000|55300000|29200000|-75000000|16800000|134100000|-28600000|-304100000|0||||||||||5500000||-139900000||134100000|TDY
2021-06-30|USD|211300000|||37800000|-14200000|32800000|20800000|-10800000|-2700000|64700000|-3744200000|997400000|4472300000||||||||||5100000||-2535500000||64700000|TDY
2021-03-31|USD|124900000|||-25900000|-17700000|9800000|17600000|-17200000|-17800000|84700000|-17600000|2454000000|-496500000||||||||||10800000||2561300000||84700000|TDY
2020-12-31|USD|236400000|||48500000|-26100000|86200000|19400000|39100000|-27200000|132100000|-18500000|-15900000|0||||||||0||6800000||202000000||132100000|TDY
2020-09-30|USD|150300000|||14800000|-13500000|9900000|15200000|8200000|-33100000|93900000|-15200000|-73700000|||||||||||1300000||93900000||93900000|TDY
2020-06-30|USD|155800000|||-20300000|-25500000|9700000|16600000|15100000|-10400000|93700000|-16600000|17900000|||||||||||18000000||93700000||93700000|TDY
2020-03-31|USD|76400000|||-35600000|21000000|29300000|20200000|14600000|16400000|82200000|-49100000|9900000|||||||||||10200000||37200000||82200000|TDY
2019-12-31|USD|167900000|||32100000|-17900000|29300000|23900000|9700000|-14900000|115700000|-24100000|-75000000|||||||||0||5400000||115700000||115700000|TDY
2019-09-30|USD|150900000|||37800000|7100000|27900000|25100000|12500000|-7400000|106700000|-286200000|152100000|||||||||||8500000||106700000||106700000|TDY
2019-06-30|USD|83200000|||-22500000|33600000|27100000|18100000|43300000|-2300000|104600000|-17800000|-59700000|-72500000|0|0||||||0||10500000||104600000||104600000|TDY
2019-03-31|USD|80100000|||0|29100000|27600000|21300000|-6700000|12400000|75300000|-243800000|124300000|120000000|0|0||||||0||10200000||-36300000|3100000|75300000|TDY
2018-12-31|USD|125500000|||-3600000|-3300000|29300000|18700000|14300000|-8400000|91100000|-21700000|-80800000|||||||||||1100000||16400000|-6600000|91100000|TDY
2018-09-30|USD|141900000|||38400000|-1100000|27300000|20900000|13900000|-2100000|90300000|-20400000|-99600000|-50000000|0|0||||||0||12300000||24700000|2800000|90300000|TDY
2018-06-30|USD|107900000|||7800000|14900000|27600000|27400000|11500000|6200000|85900000|-26900000|-48300000|||||||||||11500000||21500000|-11200000|85900000|TDY
2018-03-31|USD|71600000|||800000|45400000|28800000|19800000|27000000|6000000|66500000|-19600000|-42600000|||||||||||12300000||9000000|-400000|66500000|TDY
2017-12-31|USD|126400000|||47200000|-13900000|25600000|18000000|11900000|-29500000|67600000|-18000000|-121500000|-120000000|0|0||||||-100000000||6200000||-11600000|1500000|67600000|TDY
2017-09-30|USD|107900000|||4500000|-2400000|31400000|15600000|-7700000|-4100000|69000000|-46500000|-64000000|||||||||0||7000000||800000|3400000|69000000|TDY
2017-06-30|USD|87000000|||12100000|21300000|33200000|12300000|5300000|19300000|60100000|-13800000|-69300000|||||||||268000000||5400000||12000000|8100000|60100000|TDY
2017-03-31|USD|53400000|||23500000|39400000|22800000|12600000|10100000|21700000|30500000|-752900000|668900000|||||||||100000000||6300000||-28900000|1700000|30500000|TDY
2016-12-31|USD|66300000|||13700000|4000000|22300000|42700000|13700000|-9800000|53000000|-57700000|-3500000||0|0||||||||9400000||-900000|-6000000|53000000|TDY
2016-09-30|USD|98000000|||34100000|11900000|22400000|14400000|4100000|6700000|52000000|-4700000|-63600000||0|||||||||17100000||27800000|-1900000|52000000|TDY
2016-06-30|USD|83600000|||14100000|-5100000|21500000|16300000|-2800000|2000000|45700000|-74100000|-18700000||0|||||||||7000000||-11500000|-2300000|46900000|TDY
2016-03-31|USD|69100000|||2200000|10400000|21100000|14200000|-3600000|10200000|38400000|-14500000|-59200000||0|||||||||2600000||-1900000|2700000|39000000|TDY
2015-12-31|USD|61000000|1100000|5900000|-49600000|-25300000|22400000|15400000|-7100000|-20600000|55500000|-18000000|-26800000||101800000|101800000||||||||-96300000||13600000|-2600000|55500000|TDY
2015-09-30|USD|73500000|1100000|1100000|-800000|-9100000|21900000|10300000|-9900000|6100000|48300000|-11500000|-48300000||0|0||||||||2700000||10200000|-3500000|48300000|TDY
2015-06-30|USD|60400000|1300000|1300000|-9200000|3500000|22800000|13600000|2800000|5000000|48000000|-54200000|-56200000||0|0||||||||8100000||-48900000|2500000|48300000|TDY
2015-03-31|USD|27700000|800000|800000|-34600000|13000000|23200000|7700000|-7700000|15900000|43700000|-26200000|-13700000||142000000|142000000||||||||-139300000||-31200000|-8000000|43700000|TDY
2014-12-31|USD|88300000|2000000|4300000|12300000|6300000|24200000|13800000|19900000|-11600000|58900000|-201100000|132600000||0|0||||||||4100000||15600000|-1500000|60200000|TDY
2014-09-30|USD|54900000|200000|200000|10900000|0|23500000|9100000|2500000|-5200000|54900000|-14400000|-42400000||111000000|111000000||||||||-110000000||22400000|-1000000|55600000|TDY
2014-06-30|USD|94000000|1100000|1100000|16600000|7100000|23400000|8900000|-3100000|8300000|55800000|-11500000|-52800000||12000000|12000000||||||||-5500000||29700000|-1000000|56100000|TDY
2014-03-31|USD|26400000|2900000|2900000|-20900000|15500000|23200000|11700000|-400000|14200000|46000000|-11700000|-7000000||23600000|23600000||||||||-16900000||7700000|-700000|45800000|TDY
2013-12-31|USD|97700000|1600000|4900000|29900000|-2300000|24000000|18600000|7000000|-10800000|54500000|-34800000|-86400000||0|0||||||||2100000||-22700000||54900000|TDY
2013-09-30|USD|49500000|1100000|1100000|-12800000|21700000|23100000|17700000|15100000|2200000|46900000|-50300000|19400000||0|0||||||||2800000||18600000||46800000|TDY
2013-06-30|USD|112800000|900000|900000|6100000|-35000000|22100000|20000000|-25000000|-9900000|43300000|-23900000|-67800000||0|0||||||||2400000||21100000||42900000|TDY
2013-03-31|USD|-56700000|1800000|1800000|-24400000|31800000|21900000|16300000|10000000|17900000|39800000|-86000000|145900000||0|0||||||||4800000||3200000||40400000|TDY
2012-12-31|USD|121600000|3700000|5600000|35800000|-2300000|21900000|22300000|1400000|-6100000|46800000|-22200000|-78100000|||||||||||7700000||21600000||46200000|TDY
2012-09-30|USD|18300000|1300000|1300000|2000000|10400000|21500000|15300000|7500000|1000000|43100000|-340400000|320200000|||||||||||2800000||-1900000||42700000|TDY
2012-06-30|USD|69000000|500000|500000|2900000|-200000|18100000|17100000|4400000|-1000000|39600000|-45300000|-82500000|||||||||||1700000||-58800000||39500000|TDY
2012-03-31|USD|-19700000|2900000|2900000|20800000|32100000|16800000|10600000|15200000|12900000|35600000|-45500000|100700000|||||||||||7700000||35500000||35700000|TDY
2011-12-31|USD|79800000|2000000|13100000|-5600000|-14900000|16800000|14100000|-10700000|-10100000|36700000|-64000000|-4300000|||||||||||-31000000||11500000||36800000|TDY
2011-09-30|USD|52900000|2000000|2000000|-6800000|-100000|16700000|9700000|2400000|1600000|34100000|-13900000|-34300000|||||||||||3300000||4700000||34100000|TDY
2011-06-30|USD|80300000|||52200000|-2100000|16800000|11400000|-20200000|15900000|152400000|176400000|-253400000|||||||||||1900000||3300000||152300000|TDY
2011-03-31|USD|-68500000|||||13900000|6500000|-5500000|-3500000|32000000|-370400000|321600000|||||||||||5700000||-194300000||32000000|TDY
2010-12-31|USD|67900000|||||10200000|13600000||11100000|36600000||600000|||||||||||1600000||48000000||-46300000|TDY
2010-09-30|USD|23800000|||||12600000|6900000||-7800000|30400000||20300000|||||||||||700000||-9400000||60200000|TDY
